               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 131,            0.015346,            0.020078,           0.0031667,              0.8384,             0.75762,             0.75104,             0.52589,             0.03092,            0.045071,           0.0022865,            0.003457,            0.003457,            0.003457
                 132,            0.015459,            0.020207,           0.0029206,             0.84833,             0.74838,             0.74735,             0.54066,            0.029625,            0.043023,           0.0021779,           0.0033943,           0.0033943,           0.0033943
                 133,            0.014784,            0.019644,           0.0027021,             0.87066,             0.73456,             0.75174,             0.53689,            0.029773,             0.04269,           0.0020391,           0.0033321,           0.0033321,           0.0033321
                 134,            0.015388,            0.021111,           0.0029643,             0.88723,              0.7201,             0.74014,             0.52388,            0.029778,            0.043234,           0.0019823,           0.0032704,           0.0032704,           0.0032704
                 135,            0.014849,            0.019608,           0.0030491,             0.84347,             0.74314,             0.74091,             0.52866,            0.029177,            0.044497,           0.0019688,           0.0032093,           0.0032093,           0.0032093
                 136,            0.015231,            0.019939,           0.0029513,             0.80841,             0.77639,             0.74968,              0.5384,            0.029712,            0.045837,           0.0018869,           0.0031488,           0.0031488,           0.0031488
                 137,            0.014756,            0.020196,           0.0030384,             0.86017,             0.74111,             0.76067,             0.54899,            0.029643,            0.041965,           0.0016923,           0.0030888,           0.0030888,           0.0030888
                 138,            0.014969,            0.019555,           0.0028746,             0.86398,             0.72515,             0.74688,             0.52679,            0.030228,            0.044731,           0.0017501,           0.0030294,           0.0030294,           0.0030294
                 139,            0.013993,             0.01971,           0.0026704,             0.87042,             0.74262,             0.75003,             0.53687,            0.029958,            0.043007,           0.0017504,           0.0029706,           0.0029706,           0.0029706
                 140,            0.014522,            0.019882,           0.0028219,             0.87411,             0.75025,             0.75101,              0.5227,            0.031138,            0.042749,           0.0017337,           0.0029125,           0.0029125,           0.0029125
                 141,            0.014932,            0.019945,           0.0030395,             0.85627,             0.71923,             0.74703,             0.52358,            0.030253,            0.049087,           0.0019273,            0.002855,            0.002855,            0.002855
                 142,            0.014267,            0.020073,           0.0026974,              0.8546,             0.72114,             0.74331,             0.52085,            0.030165,            0.048885,           0.0018546,           0.0027981,           0.0027981,           0.0027981
                 143,            0.014016,            0.019147,           0.0027428,              0.8279,              0.7475,             0.75693,             0.53701,            0.029336,            0.046597,           0.0017188,           0.0027419,           0.0027419,           0.0027419
                 144,            0.014406,            0.019654,           0.0029925,             0.88814,             0.68438,             0.76073,             0.53951,            0.028902,            0.047537,           0.0016654,           0.0026864,           0.0026864,           0.0026864
                 145,             0.01422,            0.019436,           0.0031099,             0.93342,             0.66114,             0.75336,             0.53309,            0.029841,            0.049183,           0.0017196,           0.0026316,           0.0026316,           0.0026316
                 146,            0.013643,            0.019476,           0.0025655,             0.87845,              0.6918,              0.7553,              0.5309,            0.029499,            0.049699,           0.0016675,           0.0025775,           0.0025775,           0.0025775
                 147,            0.013391,            0.019229,           0.0025055,             0.90454,             0.69312,             0.75667,             0.53248,            0.029058,             0.04385,           0.0015534,           0.0025241,           0.0025241,           0.0025241
                 148,            0.014171,            0.019957,           0.0027643,             0.83674,             0.77184,             0.76798,             0.54164,            0.029264,            0.042856,           0.0015324,           0.0024714,           0.0024714,           0.0024714
                 149,            0.013776,            0.018928,            0.002861,             0.84288,             0.75805,             0.76042,             0.55463,            0.028653,            0.042821,           0.0015602,           0.0024195,           0.0024195,           0.0024195
                 150,            0.013732,            0.019251,           0.0026643,             0.83899,             0.75808,             0.75581,             0.54213,            0.029451,            0.044356,           0.0015837,           0.0023684,           0.0023684,           0.0023684
                 151,            0.013804,            0.019916,           0.0026729,             0.85276,             0.75043,             0.74937,             0.54066,            0.028843,            0.043219,           0.0015662,            0.002318,            0.002318,            0.002318
                 152,            0.013235,            0.018638,           0.0026946,             0.83033,             0.75809,             0.74577,             0.53664,            0.028949,            0.045335,           0.0016512,           0.0022684,           0.0022684,           0.0022684
                 153,            0.013035,            0.018966,           0.0029342,             0.82895,             0.75258,             0.73808,             0.53896,             0.02877,            0.047077,            0.001786,           0.0022196,           0.0022196,           0.0022196
                 154,            0.012615,            0.018038,           0.0024928,             0.84055,              0.7564,             0.74704,             0.53523,            0.028778,            0.048231,           0.0017184,           0.0021717,           0.0021717,           0.0021717
